"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 26, 2018","45,083.57","45,019.02","45,118.16","44,784.81","56.93K","0.12%"
"Mar 22, 2018","45,030.22","44,705.94","45,032.41","44,659.33","89.21K","0.86%"
"Mar 21, 2018","44,645.95","44,450.27","44,840.69","44,443.51","82.64K","0.76%"
"Mar 20, 2018","44,309.74","43,542.12","44,404.86","43,542.12","92.62K","1.77%"
"Mar 19, 2018","43,539.60","43,362.88","43,620.81","43,311.85","36.11K","0.41%"
"Mar 16, 2018","43,363.21","43,513.82","43,525.59","43,314.22","54.22K","-0.30%"
"Mar 15, 2018","43,495.07","43,409.07","43,509.56","43,366.67","39.44K","0.20%"
"Mar 14, 2018","43,407.72","43,601.78","43,601.95","43,346.39","47.24K","-0.48%"
"Mar 13, 2018","43,618.07","43,431.31","43,707.13","43,354.13","60.04K","0.48%"
"Mar 12, 2018","43,410.93","43,020.08","43,479.50","43,011.86","31.21K","0.93%"
"Mar 09, 2018","43,011.26","43,089.18","43,188.55","42,860.98","53.89K","-0.14%"
"Mar 08, 2018","43,072.74","43,416.46","43,475.56","42,940.70","69.03K","-0.85%"
"Mar 07, 2018","43,441.18","43,712.63","43,724.56","43,416.45","45.53K","-0.60%"
"Mar 06, 2018","43,705.10","43,852.32","44,044.01","43,660.46","61.33K","-0.28%"
"Mar 05, 2018","43,829.07","43,797.53","43,875.00","43,654.69","44.75K","0.20%"
"Mar 02, 2018","43,740.49","43,567.18","43,759.13","43,412.47","84.42K","0.53%"
"Mar 01, 2018","43,510.39","43,259.45","43,634.10","43,176.04","79.83K","0.63%"
"Feb 28, 2018","43,239.44","43,022.00","43,323.18","43,016.54","50.02K","0.57%"
"Feb 27, 2018","42,994.96","42,900.85","43,116.82","42,606.88","64.53K","0.20%"
"Feb 26, 2018","42,911.02","43,443.68","43,490.69","42,804.50","55.13K","-0.82%"
"Feb 23, 2018","43,267.20","43,746.75","43,797.11","43,014.03","96.11K","-0.60%"
"Feb 22, 2018","43,528.51","42,701.29","43,627.86","42,384.18","67.53K","1.42%"
"Feb 21, 2018","42,919.78","43,509.98","43,623.59","42,834.21","78.21K","-0.87%"
"Feb 20, 2018","43,294.95","43,587.98","43,588.77","42,864.82","68.89K","-0.64%"
"Feb 19, 2018","43,572.67","43,753.08","43,945.62","43,512.09","39.23K","-0.12%"
"Feb 16, 2018","43,627.10","42,916.87","43,691.28","42,916.87","63.84K","1.59%"
"Feb 15, 2018","42,942.35","43,377.08","43,451.31","42,859.85","83.85K","-0.95%"
"Feb 14, 2018","43,353.04","43,675.68","43,781.77","43,215.72","77.84K","-0.77%"
"Feb 13, 2018","43,690.36","43,582.09","43,878.33","43,548.81","61.85K","0.40%"
"Feb 12, 2018","43,515.08","43,795.20","43,900.20","43,461.25","65.91K","-0.67%"
"Feb 09, 2018","43,808.80","43,533.11","43,826.60","43,286.24","80.14K","0.30%"
"Feb 08, 2018","43,679.87","44,079.12","44,151.54","43,629.82","96.62K","-0.94%"
"Feb 07, 2018","44,096.49","44,039.51","44,299.87","44,034.24","108.92K","0.48%"
"Feb 06, 2018","43,885.51","43,965.88","43,965.88","43,498.24","83.38K","-0.94%"
"Feb 02, 2018","44,301.20","44,341.88","44,637.02","44,252.88","93.17K","0.10%"
"Feb 01, 2018","44,255.48","44,103.07","44,436.39","44,103.07","70.70K","0.47%"
"Jan 31, 2018","44,049.05","44,252.94","44,533.76","43,996.42","80.16K","-0.42%"
"Jan 30, 2018","44,233.11","44,492.11","44,615.10","44,081.23","71.90K","-0.50%"
"Jan 29, 2018","44,457.30","44,724.44","44,855.77","44,337.72","87.13K","-0.21%"
"Jan 26, 2018","44,551.13","44,825.78","44,825.78","44,196.57","131.05K","-0.59%"
"Jan 25, 2018","44,816.71","45,063.21","45,179.00","44,729.81","101.41K","-0.55%"
"Jan 24, 2018","45,063.21","45,037.35","45,494.52","44,781.83","173.35K","0.35%"
"Jan 23, 2018","44,907.20","44,897.69","44,970.78","44,465.31","113.42K","0.02%"
"Jan 22, 2018","44,897.69","44,225.24","44,951.21","44,121.97","135.80K","1.63%"
"Jan 19, 2018","44,178.83","43,647.33","44,203.13","43,609.16","97.36K","1.37%"
"Jan 18, 2018","43,580.88","43,626.06","44,004.13","43,192.75","124.53K","0.51%"
"Jan 17, 2018","43,358.97","42,936.43","43,386.27","42,874.39","64.03K","0.98%"
"Jan 16, 2018","42,939.68","42,358.99","43,142.59","42,324.27","73.61K","1.40%"
"Jan 15, 2018","42,347.49","42,891.16","42,897.82","42,270.38","55.75K","-1.37%"
"Jan 12, 2018","42,933.72","43,426.86","43,436.20","42,754.30","108.96K","-1.06%"
"Jan 11, 2018","43,395.28","43,693.60","43,824.02","43,140.94","163.18K","-0.54%"
"Jan 10, 2018","43,630.74","42,888.33","43,659.45","42,881.88","143.75K","1.91%"
"Jan 09, 2018","42,814.34","43,188.71","43,251.40","42,566.51","118.67K","-0.69%"
"Jan 08, 2018","43,112.12","42,634.49","43,256.57","42,634.49","125.69K","1.38%"
"Jan 05, 2018","42,523.99","41,876.62","42,584.96","41,821.85","109.96K","1.47%"
"Jan 04, 2018","41,908.71","41,600.40","41,995.66","41,600.40","127.65K","0.88%"
"Jan 03, 2018","41,544.27","41,539.93","41,819.75","41,289.17","150.64K","0.14%"
"Jan 02, 2018","41,486.87","40,676.19","41,566.76","40,534.79","137.61K","1.91%"
"Jan 01, 2018","40,711.04","40,470.44","40,815.96","40,169.62","51.41K","0.59%"
"Dec 29, 2017","40,471.48","40,400.82","40,644.74","40,271.18","126.86K","0.25%"
"Dec 28, 2017","40,371.31","40,235.08","40,463.66","40,031.34","94.20K","0.56%"
"Dec 27, 2017","40,146.73","39,614.37","40,160.47","39,614.37","107.27K","1.57%"
"Dec 26, 2017","39,525.75","39,524.24","39,719.13","39,293.37","89.19K","0.25%"
"Dec 22, 2017","39,428.21","38,770.46","39,525.21","38,710.53","98.50K","1.84%"
"Dec 21, 2017","38,715.77","38,216.76","38,793.99","38,014.84","81.30K","1.33%"
"Dec 20, 2017","38,208.06","37,963.09","38,323.55","37,842.52","74.98K","0.76%"
"Dec 19, 2017","37,919.42","38,418.88","38,443.12","37,768.25","55.91K","-1.21%"
"Dec 18, 2017","38,383.97","38,660.09","38,703.15","38,337.37","25.41K","-0.68%"
"Dec 15, 2017","38,645.90","38,214.21","38,919.03","38,192.70","94.86K","1.10%"
"Dec 14, 2017","38,223.55","38,825.74","38,825.74","38,126.85","54.16K","-1.54%"
"Dec 13, 2017","38,819.65","38,588.04","38,884.89","38,527.62","70.08K","0.76%"
"Dec 12, 2017","38,525.11","38,504.71","38,620.66","37,736.73","107.74K","0.11%"
"Dec 11, 2017","38,481.70","39,059.48","39,437.43","38,374.73","57.16K","-1.53%"
"Dec 08, 2017","39,080.00","38,645.26","39,339.65","38,431.78","80.65K","0.76%"
"Dec 07, 2017","38,784.66","39,880.82","39,880.82","38,769.09","71.11K","-2.81%"
"Dec 06, 2017","39,907.32","39,960.06","40,062.62","39,825.23","49.27K","-0.10%"
"Dec 05, 2017","39,945.41","40,072.17","40,084.97","39,892.34","67.87K","-0.26%"
"Dec 04, 2017","40,049.80","40,048.76","40,131.37","39,931.52","47.29K","0.10%"
"Nov 30, 2017","40,010.36","39,706.17","40,091.48","39,702.84","126.12K","0.85%"
"Nov 29, 2017","39,672.89","39,647.23","39,760.50","39,462.71","73.09K","0.10%"
"Nov 28, 2017","39,634.13","40,060.49","40,125.75","39,564.27","68.94K","-0.99%"
"Nov 27, 2017","40,032.17","40,152.72","40,152.72","39,932.93","74.32K","-0.54%"
"Nov 24, 2017","40,248.41","40,276.63","40,368.35","40,082.70","61.54K","-0.04%"
"Nov 23, 2017","40,266.21","40,626.00","40,712.65","40,136.86","43.66K","-0.80%"
"Nov 22, 2017","40,591.87","40,643.09","40,741.91","40,465.52","117.58K","0.11%"
"Nov 21, 2017","40,548.83","40,353.11","40,603.55","40,271.53","43.46K","0.58%"
"Nov 20, 2017","40,316.93","40,843.94","40,923.09","40,260.05","44.35K","-1.29%"
"Nov 17, 2017","40,844.40","40,832.14","40,910.17","40,637.15","58.02K","0.08%"
"Nov 16, 2017","40,813.31","40,705.44","40,886.03","40,686.62","51.54K","0.37%"
"Nov 15, 2017","40,662.79","40,814.42","40,904.35","40,585.54","47.87K","-0.69%"
"Nov 14, 2017","40,943.78","41,202.55","41,316.74","40,899.50","57.49K","-0.72%"
"Nov 13, 2017","41,239.89","41,435.70","41,435.70","41,141.85","34.17K","-0.47%"
"Nov 10, 2017","41,435.70","41,836.35","41,836.35","41,390.81","54.44K","-0.85%"
"Nov 09, 2017","41,790.16","41,403.17","41,851.33","41,390.34","78.83K","1.29%"
"Nov 08, 2017","41,259.16","41,037.59","41,293.80","40,970.62","57.22K","0.51%"
"Nov 07, 2017","41,049.22","41,120.12","41,262.45","41,003.05","53.27K","0.04%"
"Nov 06, 2017","41,030.77","41,160.67","41,232.17","40,928.27","45.75K","-0.08%"
"Nov 03, 2017","41,064.00","40,506.92","41,115.50","40,453.03","60.90K","1.40%"
"Nov 02, 2017","40,498.87","40,508.89","40,842.25","40,353.48","66.96K","0.11%"
"Nov 01, 2017","40,453.64","39,662.80","40,558.97","39,660.13","63.51K","2.11%"
"Oct 31, 2017","39,617.19","40,302.72","40,307.98","39,557.12","93.50K","-1.75%"
"Oct 30, 2017","40,324.32","41,168.19","41,173.38","40,258.58","53.20K","-1.90%"
"Oct 27, 2017","41,105.40","41,412.68","41,420.05","40,903.70","79.49K","-0.73%"
"Oct 26, 2017","41,409.49","41,637.09","41,745.76","41,355.45","65.90K","-0.45%"
"Oct 25, 2017","41,595.32","41,305.30","41,626.86","41,294.95","48.11K","0.74%"
"Oct 24, 2017","41,291.68","41,446.60","41,457.26","40,913.93","64.94K","-0.46%"
"Oct 23, 2017","41,483.54","42,148.54","42,161.80","41,414.12","64.06K","-1.44%"
"Oct 20, 2017","42,087.89","41,687.59","42,155.72","41,471.24","111.82K","1.27%"
"Oct 19, 2017","41,558.07","40,826.57","41,614.28","40,821.33","113.03K","2.02%"
"Oct 18, 2017","40,733.45","40,760.07","40,872.48","40,224.20","49.26K","0.02%"
"Oct 17, 2017","40,724.96","40,892.36","41,353.23","40,692.09","81.06K","-0.16%"
"Oct 16, 2017","40,791.39","39,978.40","40,813.53","39,978.40","55.28K","2.37%"
"Oct 13, 2017","39,846.78","40,236.92","40,236.92","39,478.05","78.94K","-0.97%"
"Oct 12, 2017","40,237.53","40,558.74","40,791.91","39,834.10","62.70K","-0.66%"
"Oct 11, 2017","40,503.68","40,639.75","40,776.97","40,315.02","52.75K","-0.26%"
"Oct 10, 2017","40,610.72","41,109.73","41,112.27","40,287.26","121.79K","-1.19%"
"Oct 09, 2017","41,099.99","41,334.50","41,336.43","41,004.66","52.19K","-0.51%"
"Oct 06, 2017","41,312.59","40,494.58","41,334.93","40,494.58","81.77K","2.09%"
"Oct 05, 2017","40,468.49","40,545.27","40,819.44","40,036.23","83.10K","0.02%"
"Oct 04, 2017","40,461.00","41,092.66","41,179.88","39,869.88","97.26K","-1.59%"
"Oct 03, 2017","41,115.78","42,043.21","42,043.21","41,025.28","62.87K","-2.15%"
"Oct 02, 2017","42,018.90","42,431.54","42,434.82","41,944.37","41.23K","-0.92%"
"Sep 29, 2017","42,409.27","42,391.00","42,543.20","42,286.60","92.31K","0.11%"
"Sep 28, 2017","42,362.87","42,291.44","42,456.53","42,195.09","60.05K","0.17%"
"Sep 27, 2017","42,290.15","42,563.19","42,619.09","42,101.68","67.99K","-0.88%"
"Sep 26, 2017","42,666.23","42,844.80","42,957.71","42,599.64","93.92K","-0.18%"
"Sep 25, 2017","42,743.65","42,815.23","43,087.07","42,628.37","67.65K","-0.02%"
"Sep 22, 2017","42,750.19","42,771.66","42,921.13","42,572.04","52.08K","-0.06%"
"Sep 21, 2017","42,775.04","43,338.68","43,386.73","42,705.66","82.28K","-1.32%"
"Sep 20, 2017","43,347.03","43,309.42","43,435.92","43,145.83","105.63K","0.22%"
"Sep 19, 2017","43,253.26","42,889.52","43,297.41","42,889.52","95.14K","0.96%"
"Sep 18, 2017","42,841.41","42,833.86","42,924.93","42,489.69","59.06K","0.13%"
"Sep 15, 2017","42,787.19","42,700.14","43,014.42","42,538.05","97.95K","0.24%"
"Sep 14, 2017","42,683.57","42,392.65","42,732.51","42,171.26","80.41K","0.88%"
"Sep 13, 2017","42,310.12","41,407.04","42,346.23","41,387.30","84.25K","2.50%"
"Sep 12, 2017","41,279.30","41,265.57","41,411.18","41,024.54","57.22K","0.37%"
"Sep 11, 2017","41,126.83","41,534.69","41,552.05","41,062.47","50.38K","-0.66%"
"Sep 08, 2017","41,401.02","41,227.88","41,635.74","41,169.97","78.23K","1.08%"
"Sep 07, 2017","40,958.65","41,346.46","41,477.84","40,686.09","77.79K","-1.04%"
"Sep 06, 2017","41,389.99","41,846.18","42,054.07","41,324.61","76.35K","-0.93%"
"Sep 05, 2017","41,779.20","41,109.65","41,833.70","41,070.99","59.26K","1.39%"
"Aug 31, 2017","41,206.99","41,199.85","41,362.87","40,842.50","43.98K","-0.28%"
"Aug 30, 2017","41,323.65","41,046.29","41,558.00","41,046.29","69.28K","0.22%"
"Aug 29, 2017","41,233.08","41,782.33","41,804.88","41,046.24","69.64K","-1.77%"
"Aug 28, 2017","41,974.22","42,468.78","42,598.90","41,820.23","53.37K","-1.57%"
"Aug 25, 2017","42,641.75","42,211.84","42,784.72","41,836.10","106.30K","0.88%"
"Aug 24, 2017","42,268.62","42,966.24","43,173.22","42,136.17","82.59K","-1.50%"
"Aug 23, 2017","42,910.79","42,000.35","42,949.90","41,927.22","82.01K","2.21%"
"Aug 22, 2017","41,983.16","42,073.08","42,291.15","41,062.73","112.24K","-0.40%"
"Aug 21, 2017","42,153.38","43,110.92","43,135.01","42,016.87","78.89K","-2.15%"
"Aug 18, 2017","43,078.38","43,133.88","43,187.09","42,347.19","88.14K","-0.13%"
"Aug 17, 2017","43,136.06","44,216.97","44,257.26","43,044.12","77.59K","-2.38%"
"Aug 16, 2017","44,186.96","43,912.92","44,332.51","43,781.57","87.15K","0.65%"
"Aug 15, 2017","43,899.45","45,331.16","45,419.52","43,822.20","85.39K","-3.07%"
"Aug 11, 2017","45,288.49","45,625.14","45,627.05","45,261.25","42.50K","-0.76%"
"Aug 10, 2017","45,634.02","46,024.13","46,213.14","45,572.11","74.53K","-0.79%"
"Aug 09, 2017","45,998.81","46,010.39","46,101.08","45,591.38","101.53K","0.04%"
"Aug 08, 2017","45,979.70","46,515.07","46,517.55","45,905.02","84.45K","-1.05%"
"Aug 07, 2017","46,465.66","46,892.24","46,929.20","46,336.66","99.96K","-0.88%"
"Aug 04, 2017","46,877.37","47,121.41","47,241.17","46,834.99","137.74K","-0.44%"
"Aug 03, 2017","47,084.34","47,040.47","47,167.63","46,857.45","201.99K","0.29%"
"Aug 02, 2017","46,949.04","46,690.30","46,989.27","46,689.62","154.55K","0.89%"
"Aug 01, 2017","46,533.43","46,071.70","46,623.91","46,064.87","108.04K","1.14%"
"Jul 31, 2017","46,010.45","46,334.55","47,111.54","45,911.74","150.41K","0.21%"
"Jul 28, 2017","45,912.03","44,989.88","46,060.55","44,235.94","161.05K","0.01%"
"Jul 27, 2017","45,905.76","45,854.97","46,025.07","45,758.21","73.39K","-0.01%"
"Jul 26, 2017","45,908.39","46,031.54","46,106.72","45,857.92","66.82K","-0.02%"
"Jul 25, 2017","45,917.90","45,570.34","45,939.56","45,499.23","79.01K","0.85%"
"Jul 24, 2017","45,529.20","45,366.30","45,566.70","45,271.06","53.08K","0.52%"
"Jul 21, 2017","45,294.39","44,975.20","45,382.22","44,548.36","56.61K","0.52%"
"Jul 20, 2017","45,059.93","45,651.57","46,087.58","44,971.68","67.13K","-0.79%"
"Jul 19, 2017","45,418.70","45,651.26","45,808.80","45,297.15","82.02K","-0.48%"
"Jul 18, 2017","45,636.36","44,517.52","45,669.06","44,517.06","83.69K","2.50%"
"Jul 17, 2017","44,523.21","44,195.09","44,630.07","44,173.44","33.98K","0.42%"
"Jul 14, 2017","44,337.44","43,806.39","44,466.38","43,695.88","58.17K","1.27%"
"Jul 13, 2017","43,783.55","43,777.62","44,121.30","43,060.98","76.51K","-0.02%"
"Jul 12, 2017","43,792.19","43,746.75","44,205.77","43,027.15","126.79K","-0.74%"
"Jul 11, 2017","44,120.58","45,278.17","45,278.17","44,117.17","104.05K","-4.65%"
"Jul 10, 2017","46,273.81","45,133.46","46,332.35","44,710.24","120.98K","2.33%"
"Jul 07, 2017","45,222.15","44,819.65","45,291.89","44,549.45","75.72K","0.89%"
"Jul 06, 2017","44,823.11","45,385.90","45,579.95","44,560.21","72.69K","-1.30%"
"Jul 05, 2017","45,413.42","45,408.68","46,358.26","45,152.63","108.49K","0.04%"
"Jul 04, 2017","45,394.06","44,610.69","45,686.03","44,328.20","99.78K","1.63%"
"Jul 03, 2017","44,665.41","46,523.33","46,523.33","44,639.82","77.68K","-4.08%"
"Jun 30, 2017","46,565.29","46,747.19","46,831.98","46,506.12","113.13K","-0.31%"
"Jun 29, 2017","46,711.85","46,398.74","47,086.47","46,115.60","106.82K","0.82%"
"Jun 22, 2017","46,332.31","45,611.28","46,464.38","45,540.66","167.31K","1.89%"
"Jun 21, 2017","45,474.46","44,699.09","45,765.35","43,826.67","187.88K","1.25%"
"Jun 20, 2017","44,914.44","46,666.51","46,777.33","44,823.56","135.20K","-3.60%"
"Jun 19, 2017","46,593.34","46,914.07","47,083.26","46,312.95","74.83K","-0.57%"
"Jun 16, 2017","46,858.56","47,461.36","47,527.41","46,733.70","58.27K","-1.23%"
"Jun 15, 2017","47,442.73","47,482.08","48,088.63","47,369.87","107.37K","-0.35%"
"Jun 14, 2017","47,608.64","48,252.15","48,601.75","47,484.85","74.80K","-0.96%"
"Jun 13, 2017","48,071.04","47,593.37","48,513.23","47,099.99","103.24K","0.84%"
"Jun 12, 2017","47,671.80","49,433.90","49,433.90","47,538.17","62.64K","-3.75%"
"Jun 09, 2017","49,526.92","49,950.34","49,961.00","49,478.43","39.35K","-0.86%"
"Jun 08, 2017","49,958.33","50,082.65","50,290.49","49,875.56","64.80K","-0.41%"
"Jun 07, 2017","50,162.81","50,236.85","50,349.10","49,968.74","59.67K","0.04%"
"Jun 06, 2017","50,144.63","50,297.80","50,311.01","49,920.08","89.85K","0.05%"
"Jun 05, 2017","50,120.93","48,705.86","50,163.07","48,705.86","99.97K","3.22%"
"Jun 02, 2017","48,555.30","48,543.62","48,915.64","47,491.65","105.06K","-0.46%"
"Jun 01, 2017","48,780.81","50,484.37","50,645.33","48,361.19","197.09K","-3.58%"
"May 31, 2017","50,591.57","51,472.75","51,492.44","50,213.66","274.37K","-1.67%"
"May 30, 2017","51,453.16","52,170.33","52,476.18","51,278.93","86.44K","-1.32%"
"May 29, 2017","52,138.90","52,395.20","52,563.91","52,036.34","63.34K","-0.95%"
"May 26, 2017","52,636.87","52,854.57","52,874.63","52,455.44","116.43K","-0.44%"
"May 25, 2017","52,869.01","53,042.15","53,127.24","52,733.89","142.45K","-0.01%"
"May 24, 2017","52,876.46","52,178.58","53,103.21","52,178.58","147.15K","1.40%"
"May 23, 2017","52,146.97","51,507.17","52,244.24","51,503.67","112.04K","1.51%"
"May 22, 2017","51,373.51","50,817.67","51,447.45","50,803.78","53.46K","1.24%"
"May 19, 2017","50,742.03","51,016.99","51,197.27","50,666.13","76.38K","-0.42%"
"May 18, 2017","50,956.60","51,569.93","51,570.29","50,875.11","69.29K","-1.08%"
"May 17, 2017","51,511.41","51,852.35","51,948.27","51,443.17","107.33K","-0.58%"
"May 16, 2017","51,813.19","52,821.55","52,846.70","51,754.07","120.54K","-1.10%"
"May 15, 2017","52,387.87","51,954.08","52,599.07","51,954.08","147.88K","1.23%"
"May 12, 2017","51,750.91","51,453.23","51,793.56","51,399.23","127.35K","0.63%"
"May 11, 2017","51,426.01","51,287.11","51,506.96","51,274.89","111.85K","0.63%"
"May 10, 2017","51,103.53","51,113.18","51,231.65","50,857.50","96.49K","0.06%"
"May 09, 2017","51,073.14","51,284.42","51,488.56","50,999.15","191.19K","0.27%"
"May 08, 2017","50,935.91","49,941.51","50,977.00","49,932.13","145.00K","2.18%"
"May 05, 2017","49,851.13","49,233.90","50,098.59","49,233.45","136.69K","1.15%"
"May 04, 2017","49,283.64","48,632.55","49,389.95","48,632.55","116.09K","1.40%"
"May 03, 2017","48,605.14","48,723.98","48,929.54","48,490.43","134.90K","-0.17%"
"May 02, 2017","48,689.42","49,146.38","49,255.85","48,665.09","88.07K","-1.24%"
"Apr 28, 2017","49,300.90","49,472.04","49,575.32","49,238.05","112.55K","-0.37%"
"Apr 27, 2017","49,481.70","49,876.94","49,909.33","49,445.69","110.81K","-0.69%"
"Apr 26, 2017","49,827.51","49,826.24","49,954.04","49,645.12","120.95K","0.09%"
"Apr 25, 2017","49,785.17","50,225.03","50,304.65","49,532.02","130.39K","-0.65%"
"Apr 24, 2017","50,111.67","49,830.78","50,204.38","49,588.92","135.67K","0.81%"
"Apr 21, 2017","49,708.65","48,870.16","49,743.43","48,867.06","159.07K","1.98%"
"Apr 20, 2017","48,743.56","47,557.55","49,509.30","47,361.11","199.79K","2.39%"
"Apr 19, 2017","47,603.48","46,250.97","47,715.65","46,048.07","140.92K","1.56%"
"Apr 18, 2017","46,874.37","47,115.82","47,179.45","46,809.19","82.62K","-0.53%"
"Apr 17, 2017","47,125.12","47,635.43","47,652.36","46,743.55","65.33K","-0.95%"
"Apr 14, 2017","47,577.06","47,899.23","47,955.60","47,543.09","53.17K","-0.78%"
"Apr 13, 2017","47,950.58","48,535.80","48,553.16","47,908.34","88.64K","-1.05%"
"Apr 12, 2017","48,457.26","48,281.21","48,518.11","48,280.77","77.33K","0.43%"
"Apr 11, 2017","48,250.07","47,919.74","48,257.03","47,870.17","50.13K","0.64%"
"Apr 10, 2017","47,942.95","47,896.90","48,095.55","47,731.99","49.08K","0.11%"
"Apr 07, 2017","47,889.37","47,410.28","47,960.80","47,410.28","55.95K","1.13%"
"Apr 06, 2017","47,356.60","47,552.29","47,634.87","47,254.65","63.04K","-0.46%"
"Apr 05, 2017","47,577.31","48,125.03","48,166.18","47,523.41","77.50K","-1.06%"
"Apr 04, 2017","48,088.37","48,233.20","48,366.04","48,050.54","56.70K","-0.29%"
"Apr 03, 2017","48,227.75","48,205.55","48,384.02","48,120.93","64.96K","0.15%"
"Mar 31, 2017","48,155.93","47,982.55","48,210.74","47,678.83","136.34K","0.43%"
"Mar 30, 2017","47,949.33","48,448.71","48,504.40","47,820.31","104.27K","-0.88%"
"Mar 29, 2017","48,375.63","48,594.29","48,909.10","48,336.78","93.65K","-0.30%"
"Mar 28, 2017","48,523.41","48,639.16","48,685.59","48,490.39","77.48K","-0.32%"
"Mar 27, 2017","48,680.16","49,048.05","49,049.43","48,633.26","87.15K","-0.59%"
"Mar 24, 2017","48,971.05","49,080.19","49,138.40","48,928.18","124.49K","-0.09%"
"Mar 22, 2017","49,016.79","49,057.57","49,147.32","48,961.06","131.69K","-0.01%"
"Mar 21, 2017","49,020.21","48,723.69","49,060.05","48,676.68","93.95K","0.66%"
"Mar 20, 2017","48,697.65","48,488.13","48,757.38","48,435.04","55.83K","0.60%"
"Mar 17, 2017","48,409.35","48,339.32","48,727.44","48,334.13","132.74K","0.25%"
"Mar 16, 2017","48,289.66","48,330.05","48,341.17","47,774.44","101.46K","-0.03%"
"Mar 15, 2017","48,305.83","48,630.19","48,767.44","48,209.89","114.13K","-0.48%"
"Mar 14, 2017","48,539.06","48,649.84","48,662.51","48,061.27","92.56K","-0.24%"
"Mar 13, 2017","48,655.72","49,188.56","49,254.77","48,562.00","50.03K","-1.09%"
"Mar 10, 2017","49,191.75","49,360.99","49,456.39","49,048.95","78.12K","-0.41%"
"Mar 09, 2017","49,392.44","49,752.10","49,857.09","49,219.55","96.52K","-0.73%"
"Mar 08, 2017","49,754.72","49,468.61","49,778.21","49,424.82","95.42K","0.61%"
"Mar 07, 2017","49,452.71","49,448.87","49,525.48","49,216.32","100.77K","0.04%"
"Mar 06, 2017","49,434.89","49,696.83","49,841.10","49,342.95","77.15K","-0.38%"
"Mar 03, 2017","49,623.81","49,778.59","49,894.52","49,564.08","118.71K","-0.15%"
"Mar 02, 2017","49,696.08","49,252.08","49,729.99","49,252.08","148.29K","1.44%"
"Mar 01, 2017","48,992.16","48,627.90","49,050.51","48,627.10","95.76K","0.94%"
"Feb 28, 2017","48,534.23","48,541.91","48,636.35","48,146.68","87.72K","0.03%"
"Feb 27, 2017","48,520.75","49,018.74","49,081.28","48,489.74","95.00K","-0.99%"
"Feb 24, 2017","49,007.99","49,136.80","49,273.94","48,941.69","133.46K","-0.11%"
